DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-14.12:35:30	89.014	2593.75	0.0335653	10.0857
2019-10-14.12:35:31	89.6212	2597.11	0.0340017	9.7951
2019-10-14.12:35:32	90.3116	2600.27	0.0347422	9.51318
2019-10-14.12:35:33	91.0737	2603.27	0.0357223	9.23677
2019-10-14.12:35:34	91.8998	2606.16	0.0367674	8.96445
2019-10-14.12:35:35	92.784	2608.95	0.0377365	8.69496
2019-10-14.12:35:36	93.7183	2611.66	0.0385957	8.42964
2019-10-14.12:35:37	94.6948	2614.32	0.0394235	8.16374
2019-10-14.12:35:38	95.7124	2616.94	0.0403013	7.89733
2019-10-14.12:35:39	96.7701	2619.52	0.0412373	7.63214
2019-10-14.12:35:40	97.8671	2622.07	0.0421868	7.36764
2019-10-14.12:35:41	98.9978	2624.58	0.0431074	7.10656
2019-10-14.12:35:42	100.164	2627	0.0438739	6.87782
2019-10-14.12:35:43	101.354	2629.29	0.0445339	6.65885
2019-10-14.12:35:44	102.566	2631.47	0.0451649	6.46178
2019-10-14.12:35:45	103.786	2633.55	0.0458426	6.27374
2019-10-14.12:35:46	105.014	2635.59	0.0465545	6.08645
2019-10-14.12:35:47	106.246	2637.63	0.0473028	5.88835
2019-10-14.12:35:48	107.483	2639.67	0.0479793	5.69679
2019-10-14.12:35:49	108.725	2641.7	0.0485678	5.50529
2019-10-14.12:35:50	109.974	2643.71	0.0491013	5.3168
2019-10-14.12:35:51	111.222	2645.71	0.0496205	5.13446
2019-10-14.12:35:52	112.467	2647.68	0.0501412	4.9539
2019-10-14.12:35:53	113.705	2649.63	0.0506342	4.77966
2019-10-14.12:35:54	114.935	2651.54	0.051082	4.60813
2019-10-14.12:35:55	116.158	2653.42	0.0514848	4.4413
2019-10-14.12:35:56	117.374	2655.25	0.0518612	4.27862
2019-10-14.12:35:57	118.585	2657.05	0.0522224	4.12037
2019-10-14.12:35:58	119.789	2658.79	0.0525653	3.96662
2019-10-14.12:35:59	120.987	2660.49	0.0528824	3.81735
2019-10-14.12:36:00	122.176	2662.15	0.0531718	3.67354
2019-10-14.12:36:01	123.353	2663.75	0.0534394	3.53451
2019-10-14.12:36:02	124.517	2665.31	0.0536898	3.40037
2019-10-14.12:36:03	125.668	2666.82	0.0539223	3.27061
2019-10-14.12:36:04	126.805	2668.28	0.0541342	3.14546
2019-10-14.12:36:05	127.93	2669.69	0.0543266	3.02478
2019-10-14.12:36:06	129.04	2671.06	0.0545026	2.90887
2019-10-14.12:36:07	129.569	2673.5	0.0496212	6.88117
2019-10-14.12:36:08	128.133	2683.53	0.0517266	6.931
2019-10-14.12:36:09	127.212	2693.5	0.0555694	6.73564
2019-10-14.12:36:10	126.112	2703.49	0.0538299	7.72826
2019-10-14.12:36:11	124.682	2714.9	0.0502667	8.34299
2019-10-14.12:36:12	123.049	2727.16	0.0495008	8.62712
2019-10-14.12:36:13	121.481	2739.38	0.0510712	8.48145
2019-10-14.12:36:14	120.143	2750.85	0.0516271	8.14043
2019-10-14.12:36:15	119.134	2761.18	0.0504949	7.61489
2019-10-14.12:36:16	118.304	2770.58	0.0475032	8.08406
2019-10-14.12:36:17	117.309	2780.36	0.0463486	8.33451
2019-10-14.12:36:18	116.271	2790.36	0.0470653	8.44676
2019-10-14.12:36:19	115.287	2800.23	0.0477667	8.38913
2019-10-14.12:36:20	114.448	2809.66	0.0472966	8.17487
2019-10-14.12:36:21	113.715	2818.62	0.0452988	8.42147
2019-10-14.12:36:22	112.931	2827.65	0.0440963	8.49888
2019-10-14.12:36:23	112.185	2836.58	0.0441976	8.45887
2019-10-14.12:36:24	111.491	2845.3	0.0442296	8.60107
2019-10-14.12:36:25	110.803	2853.97	0.0438512	8.62346
2019-10-14.12:36:26	110.139	2862.52	0.042888	8.72459
2019-10-14.12:36:27	109.485	2871.01	0.0420606	8.7827
2019-10-14.12:36:28	108.837	2879.41	0.0415601	8.85763
2019-10-14.12:36:29	108.202	2887.72	0.0412626	8.9294
2019-10-14.12:36:30	107.577	2895.95	0.0408731	8.99629
2019-10-14.12:36:31	106.965	2904.1	0.0402778	9.06651
2019-10-14.12:36:32	106.366	2912.16	0.0396096	9.13266
2019-10-14.12:36:33	105.778	2920.14	0.0390146	9.19977
2019-10-14.12:36:34	105.202	2928.03	0.0385303	9.26499
2019-10-14.12:36:35	104.638	2935.84	0.0380766	9.32984
2019-10-14.12:36:36	104.084	2943.57	0.0375752	9.39383
2019-10-14.12:36:37	103.54	2951.22	0.0370301	9.4498
2019-10-14.12:36:38	103.01	2958.83	0.0365102	9.49871
2019-10-14.12:36:39	102.492	2966.38	0.0360196	9.5475
2019-10-14.12:36:40	101.988	2973.87	0.0355454	9.59617
2019-10-14.12:36:41	101.496	2981.32	0.0350725	9.64249
2019-10-14.12:36:42	101.017	2988.71	0.0345881	9.68872
2019-10-14.12:36:43	100.551	2996.06	0.0341024	9.73326
2019-10-14.12:36:44	100.098	3003.35	0.033625	9.77708
2019-10-14.12:36:45	99.6577	3010.59	0.0331606	9.82022
2019-10-14.12:36:46	99.2296	3017.78	0.0327075	9.862
2019-10-14.12:36:47	98.8144	3024.92	0.0322604	9.90472
2019-10-14.12:36:48	98.4119	3031.97	0.0317651	9.95862
2019-10-14.12:36:49	98.0206	3038.94	0.0312668	10.0077
2019-10-14.12:36:50	97.641	3045.83	0.0307852	10.0573
2019-10-14.12:36:51	97.271	3052.63	0.0303362	10.1022
2019-10-14.12:36:52	96.9297	3059.33	0.0300876	10.0509
2019-10-14.12:36:53	96.6678	3065.8	0.0300046	9.90734
2019-10-14.12:36:54	96.5216	3071.93	0.0299628	9.69644
2019-10-14.12:36:55	96.511	3077.66	0.0298935	9.44706
2019-10-14.12:36:56	96.6367	3082.97	0.0298138	9.19386
2019-10-14.12:36:57	96.8804	3087.91	0.029781	8.9717
2019-10-14.12:36:58	97.2081	3092.56	0.0298262	8.81041
2019-10-14.12:36:59	97.5752	3097.07	0.0299261	8.73052
2019-10-14.12:37:00	97.9359	3101.58	0.0300993	8.69137
2019-10-14.12:37:01	98.3776	3106.03	0.0311304	8.2384
2019-10-14.12:37:02	98.9659	3110.07	0.0317283	7.99935
2019-10-14.12:37:03	99.6439	3113.83	0.0321225	7.69052
2019-10-14.12:37:04	100.42	3117.26	0.0322744	7.44873
2019-10-14.12:37:05	101.269	3120.44	0.0326299	7.18322
2019-10-14.12:37:06	102.182	3123.36	0.0331985	6.95476
2019-10-14.12:37:07	103.149	3126.08	0.0339152	6.73142
2019-10-14.12:37:08	104.155	3128.63	0.0345719	6.53081
2019-10-14.12:37:09	105.194	3131.04	0.0351102	6.33387
2019-10-14.12:37:10	106.257	3133.37	0.0356413	6.12983
2019-10-14.12:37:11	107.341	3135.65	0.036204	5.93528
2019-10-14.12:37:12	108.442	3137.88	0.0368017	5.74191
2019-10-14.12:37:13	109.56	3140.06	0.0373814	5.55328
2019-10-14.12:37:14	110.694	3142.19	0.0379116	5.36751
2019-10-14.12:37:15	111.839	3144.27	0.0383941	5.18826
2019-10-14.12:37:16	112.986	3146.31	0.0388603	5.01231
2019-10-14.12:37:17	114.134	3148.31	0.0393204	4.84255
2019-10-14.12:37:18	115.279	3150.26	0.039767	4.67619
[State]	Cruise
2019-10-14.12:37:19	116.42	3152.16	0.0401826	4.51463
2019-10-14.12:37:20	117.559	3154.02	0.0405649	4.35711
2019-10-14.12:37:21	118.694	3155.82	0.0409232	4.20405
2019-10-14.12:37:22	119.825	3157.58	0.041267	4.05533
2019-10-14.12:37:23	120.952	3159.29	0.0415963	3.91092
2019-10-14.12:37:24	122.075	3160.95	0.0419059	3.77083
2019-10-14.12:37:25	123.19	3162.56	0.0421924	3.63614
2019-10-14.12:37:26	124.293	3164.12	0.0424602	3.50553
2019-10-14.12:37:27	125.386	3165.63	0.042712	3.37959
2019-10-14.12:37:28	126.467	3167.1	0.0429481	3.25773
2019-10-14.12:37:29	127.535	3168.52	0.0431668	3.14006
2019-10-14.12:37:30	128.592	3169.89	0.0433688	3.02651
2019-10-14.12:37:31	129.636	3171.21	0.0435561	2.91693
2019-10-14.12:37:32	130.668	3172.49	0.0437302	2.81124
2019-10-14.12:37:33	131.686	3173.73	0.0438912	2.70935
2019-10-14.12:37:34	132.691	3174.92	0.0440389	2.61112
2019-10-14.12:37:35	133.682	3176.07	0.0441742	2.51648
2019-10-14.12:37:36	134.658	3177.18	0.0442977	2.42559
2019-10-14.12:37:37	135.617	3178.25	0.0444096	2.33846
2019-10-14.12:37:38	136.557	3179.28	0.0445105	2.25476
2019-10-14.12:37:39	137.478	3180.28	0.0446002	2.17417
2019-10-14.12:37:40	138.381	3181.24	0.0446789	2.09673
2019-10-14.12:37:41	139.263	3182.16	0.0447523	2.02181
2019-10-14.12:37:42	140.124	3183.04	0.0448133	1.95049
2019-10-14.12:37:43	140.964	3183.9	0.0448636	1.88195
2019-10-14.12:37:44	141.783	3184.71	0.0449041	1.81618
2019-10-14.12:37:45	142.582	3185.5	0.0449362	1.75324
2019-10-14.12:37:46	143.36	3186.25	0.0449641	1.66907
2019-10-14.12:37:47	144.731	3185.06	0.0469208	-1.58057
2019-10-14.12:37:48	147.02	3178.61	0.0461082	-0.606774
2019-10-14.12:37:49	148.729	3173.9	0.0446603	-1.17843
2019-10-14.12:37:50	150.861	3167.57	0.0459055	-2.08255
2019-10-14.12:37:51	152.957	3160.24	0.0465125	-1.29062
2019-10-14.12:37:52	154.529	3154.8	0.0455512	-0.859487
2019-10-14.12:37:53	156.103	3149.63	0.0462541	-1.59945
2019-10-14.12:37:54	157.868	3143.07	0.0471779	-2.03424
2019-10-14.12:37:55	159.619	3135.88	0.0465686	-1.76073
2019-10-14.12:37:56	161.074	3129.6	0.0458595	-1.34263
2019-10-14.12:37:57	162.188	3124.66	0.0463651	-1.08762
2019-10-14.12:37:58	163.331	3119.78	0.0472548	-1.60562
2019-10-14.12:37:59	164.608	3113.83	0.0470593	-1.93558
2019-10-14.12:38:00	165.97	3107.08	0.0465341	-2.11196
2019-10-14.12:38:01	167.228	3100.3	0.0464463	-1.84762
2019-10-14.12:38:02	168.259	3094.33	0.0465536	-1.52996
2019-10-14.12:38:03	169.036	3089.41	0.0464294	-1.15528
2019-10-14.12:38:04	169.74	3085	0.046703	-1.56964
2019-10-14.12:38:05	170.591	3079.65	0.0468464	-1.87484
2019-10-14.12:38:06	171.542	3073.48	0.046574	-2.12278
2019-10-14.12:38:07	172.53	3066.76	0.0463146	-2.07154
2019-10-14.12:38:08	173.362	3060.45	0.0461972	-1.84079
2019-10-14.12:38:09	174.006	3054.93	0.0461519	-1.5539
2019-10-14.12:38:10	174.443	3050.35	0.0460454	-1.27068
2019-10-14.12:38:11	174.865	3046.03	0.0462689	-1.64582
2019-10-14.12:38:12	175.421	3040.83	0.0462595	-1.91983
2019-10-14.12:38:13	176.082	3034.86	0.0459781	-2.15615
2019-10-14.12:38:14	176.806	3028.3	0.0457919	-2.14703
2019-10-14.12:38:15	177.408	3022.03	0.0456085	-1.92935
2019-10-14.12:38:16	177.849	3016.5	0.0455013	-1.67772
2019-10-14.12:38:17	178.12	3011.8	0.0454053	-1.39877
2019-10-14.12:38:18	178.294	3007.69	0.0454856	-1.59748
2019-10-14.12:38:19	178.595	3002.91	0.0455229	-1.85346
2019-10-14.12:38:20	179.011	2997.36	0.045274	-2.09247
2019-10-14.12:38:21	179.526	2991.11	0.0451096	-2.2917
