DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-11.15:18:53	77.9512	2234.26	-7.89639	15.092
2019-10-11.15:18:54	77.3451	2237.4	-3.37574	13.9362
2019-10-11.15:18:55	77.3219	2240.18	1.00963	12.5773
2019-10-11.15:18:56	77.5479	2241.92	4.22582	12.4055
2019-10-11.15:18:57	77.9207	2242.59	8.06959	12.9009
2019-10-11.15:18:58	78.2878	2242.9	6.62619	13.3257
2019-10-11.15:18:59	78.5414	2244.17	-0.614661	12.8679
2019-10-11.15:19:00	78.3401	2246.53	-6.60961	14.5094
2019-10-11.15:19:01	77.6881	2249.55	-6.7337	14.9037
2019-10-11.15:19:02	77.2754	2252.65	-1.33889	13.2199
2019-10-11.15:19:03	77.4216	2255.04	2.36432	12.418
2019-10-11.15:19:04	77.7023	2256.31	5.62948	12.4515
2019-10-11.15:19:05	78.1108	2256.69	10.0481	13.2889
2019-10-11.15:19:06	78.4063	2257.27	3.42108	12.8982
2019-10-11.15:19:07	78.5739	2259.01	-3.10731	13.4223
2019-10-11.15:19:08	78.1128	2261.73	-8.56688	14.9748
2019-10-11.15:19:09	77.4646	2264.83	-4.4068	14.2689
2019-10-11.15:19:10	77.3312	2267.74	0.34747	12.7091
2019-10-11.15:19:11	77.5374	2269.67	3.64736	12.3914
2019-10-11.15:19:12	77.8836	2270.51	7.25752	12.7141
2019-10-11.15:19:13	78.2771	2270.77	8.10207	13.4306
2019-10-11.15:19:14	78.5333	2271.82	0.557931	12.7555
2019-10-11.15:19:15	78.4693	2273.98	-5.52156	14.2012
2019-10-11.15:19:16	77.8508	2276.93	-7.41913	15.0398
2019-10-11.15:19:17	77.3378	2280.05	-2.19911	13.5028
2019-10-11.15:19:18	77.4237	2282.61	1.78075	12.4498
2019-10-11.15:19:19	77.6777	2284.08	4.98883	12.4002
2019-10-11.15:19:20	78.0741	2284.56	9.18667	13.1136
2019-10-11.15:19:21	78.4007	2284.98	4.80055	13.0711
2019-10-11.15:19:22	78.6236	2286.5	-2.02275	13.1117
2019-10-11.15:19:23	78.2648	2289.07	-8.01764	14.7852
2019-10-11.15:19:24	77.6021	2292.13	-5.45849	14.5755
2019-10-11.15:19:25	77.344	2295.13	-0.360855	12.891
2019-10-11.15:19:26	77.5318	2297.26	3.08262	12.3815
2019-10-11.15:19:27	77.8485	2298.27	6.50893	12.5571
2019-10-11.15:19:28	78.2571	2298.55	9.41515	13.4201
2019-10-11.15:19:29	78.5224	2299.36	1.7688	12.7433
2019-10-11.15:19:30	78.5771	2301.33	-4.466	13.8513
2019-10-11.15:19:31	78.0148	2304.18	-7.75227	15.0713
2019-10-11.15:19:32	77.4257	2307.3	-3.12211	13.8154
2019-10-11.15:19:33	77.4291	2310.02	1.18039	12.5178
2019-10-11.15:19:34	77.6604	2311.68	4.39303	12.3804
2019-10-11.15:19:35	78.0381	2312.29	8.31188	12.9247
2019-10-11.15:19:36	78.3957	2312.59	6.20688	13.2506
2019-10-11.15:19:37	78.6457	2313.91	-0.941642	12.8844
2019-10-11.15:19:38	78.4074	2316.29	-6.92605	14.5544
2019-10-11.15:19:39	77.7508	2319.3	-6.46164	14.8151
2019-10-11.15:19:40	77.3716	2322.36	-1.10746	13.1119
2019-10-11.15:19:41	77.5312	2324.68	2.53582	12.382
2019-10-11.15:19:42	77.8194	2325.87	5.8354	12.447
2019-10-11.15:19:43	78.2289	2326.21	10.1108	13.3068
2019-10-11.15:19:44	78.5148	2326.82	3.0059	12.8242
2019-10-11.15:19:45	78.6598	2328.59	-3.4439	13.4972
2019-10-11.15:19:46	78.1721	2331.32	-8.42698	14.9896
2019-10-11.15:19:47	77.5346	2334.41	-4.08586	14.1326
2019-10-11.15:19:48	77.7004	2337.11	0.656753	8.89672
